asset_id,display_name,binary_result,review_band,overall_growth_form,roots_or_attachment,stem_trunk,leaves_fronds,flower_fruit_spore_harvest,scale_and_silhouette,assessment_and_required_fix,changed_since_previous_pass,filename,width,height,mode,sha256,exact_duplicate_with,prior_review_band,expected_growth_family,strict_status,manual_recheck_note,template_family_note,strict_assessment,binary_gate,status_change_from_prior
Cattail,Cattail,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,Add brown cylindrical seed heads; current grass alone is insufficient.,False,Cattail.png,440,440,RGBA,0691dffc4df3b1d0adc314956bd8d07f37b05c52dc4aafc79b9d397c227c2bd8,,PASS_WITH_POLISH,14. Aquatic and Wetland Plants,HOLD,,"Use the correct holdfast/rooting, blade/frond form, branching, air bladders and water-growth habit instead of a single generic ribbon or blob.","Add brown cylindrical seed heads; current grass alone is insufficient. Use the correct holdfast/rooting, blade/frond form, branching, air bladders and water-growth habit instead of a single generic ribbon or blob.",FAIL,PASS_WITH_POLISH -> HOLD
Cave_Fern,Cave Fern,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Cave_Fern.png,440,440,RGBA,0069006ef2ce3cc798eb804338a1507adbc052aaab60d9726a0192c1c02b0221,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Cave Fern needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Cave Fern needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Cedar,Cedar,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Cedar.png,440,440,RGBA,0de39bc313982d63b4bc69675371d495d60665380c8f4387cceabf40a5e4b58a,,PASS_WITH_POLISH,2. Conifers and Other Seed Plants,HOLD,,"Cedar needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Cedar needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Chamomile,Chamomile,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Chamomile.png,440,440,RGBA,a09053784cb4d6fda63189c6a83d977ceaa80f97b894d594fe9d071d4061bea4,,PASS_WITH_POLISH,9. Herbs and Spices,HOLD,,"Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.",FAIL,PASS_WITH_POLISH -> HOLD
Cherry,Cherry,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Cherry.png,440,440,RGBA,2db184688b95540a8aa2cd94d78601a0d8f1c8678e6070dd27cbede3de5d7317,,PASS_WITH_POLISH,4. Fruit and Nut Trees,HOLD,,"The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",FAIL,PASS_WITH_POLISH -> HOLD
Chestnut,Chestnut,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Chestnut.png,440,440,RGBA,3fa9933acce1770ede7a04868be35ad2afcef90ae0569a37ebb0273a004fd55d,,PASS_WITH_POLISH,4. Fruit and Nut Trees,HOLD,,"The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",FAIL,PASS_WITH_POLISH -> HOLD
Chicory,Chicory,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Chicory.png,440,440,RGBA,d95a70c7359305e2602ef0908c77351252743d2c46435470a8752451ff5882e6,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Chicory needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Chicory needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Chili_Pepper,Chili Pepper,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Chili_Pepper.png,440,440,RGBA,dd09841f94a9452ab4482e24ae19f66202cf1038570c38bd135e8c15fadab194,,PASS_WITH_POLISH,Fruiting vegetables,HOLD,,"Match the source plant, leaf habit and attached fruit/harvest organ. Fruit should be connected to stems/branches and not carry identity by label alone.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Match the source plant, leaf habit and attached fruit/harvest organ. Fruit should be connected to stems/branches and not carry identity by label alone.",FAIL,PASS_WITH_POLISH -> HOLD
Chokecherry,Chokecherry,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Chokecherry.png,440,440,RGBA,84aaa7f9c172aec82bc452a7763430f87971892a7039a45f6563087cfb461c7c,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Chokecherry needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Chokecherry needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Cinnamon,Cinnamon,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,PASS,FAIL,Should be a woody shrub/tree with natural green leaves and bark/cinnamon cue.,False,Cinnamon.png,440,440,RGBA,9fdfecb20fc637fae638e564780e84bf93d7c5e6c2586bd1202c85b360ebcc3d,,FAIL,9. Herbs and Spices,FAIL,,"Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.","Should be a woody shrub/tree with natural green leaves and bark/cinnamon cue. Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.",FAIL,UNCHANGED
Cliff_Rose,Cliff Rose,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Cliff_Rose.png,440,440,RGBA,cb67665dd2883532bb77c6204447e0e08c37eeb1fefe91a4f65bf45877a3d651,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Cliff Rose needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Cliff Rose needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Cloudberry,Cloudberry,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Cloudberry.png,440,440,RGBA,7bf708282affa20da15ab715b19c35293d40d34fcf1f98ea3ac83407450060c1,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Cloudberry needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Cloudberry needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Clove,Clove,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,Add recognizable flower-bud clusters on a woody tree/shrub.,False,Clove.png,440,440,RGBA,55f149259e8d96f61661680423805246087c0ec4267ccd84183dfff9ff752b58,,PASS_WITH_POLISH,9. Herbs and Spices,HOLD,,"Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.","Add recognizable flower-bud clusters on a woody tree/shrub. Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.",FAIL,PASS_WITH_POLISH -> HOLD
Clover,Clover,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Clover.png,440,440,RGBA,393247c8ccec3273480cd924ed5017e53abd15e785d9447c2e5d68509455b59f,,PASS_WITH_POLISH,10. Flowering Herbs and Wildflowers,HOLD,,"Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.",FAIL,PASS_WITH_POLISH -> HOLD
Coastal_Sage,Coastal Sage,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Coastal_Sage.png,440,440,RGBA,03b15c2fd40618dd99c7af95d40257c4c32bc6cb9b2ded1c40969c19d838e1ec,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Coastal Sage needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Coastal Sage needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Coconut,Coconut,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Palm and coconut crown are recognizable.,False,Coconut.png,440,440,RGBA,8a6133f4682e32a1e9ec93be568e206afbc422cb87c028aad811818d306c009a,,PASS,4. Fruit and Nut Trees,PASS,,"The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",PASS — Leave alone. The source plant or harvest organ has an appropriate growth form and recognizable silhouette.,PASS,UNCHANGED
Coffee,Coffee,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Coffee.png,440,440,RGBA,6514f9e10821e1618da90c2b0ebcb86503ee6aa6642f2add288aed765b4034aa,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Coffee needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Coffee needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Coralline_Algae,Coralline Algae,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Coralline_Algae.png,440,440,RGBA,99bbe824898a9d7dc20d9f3d4d677c49c4a1df89a6a2572bc6979e9773896bd3,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Coralline Algae needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Coralline Algae needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Corn,Corn,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"Tall stalk, leaves, tassel, and attached ear are now visible.",True,Corn.png,440,440,RGBA,735ed4e4a83cdab55420c9e004dd2fdd4c3f28069333cf3b68258aa714687476,,PASS,7. Grain and Staple Crops,PASS,,"Correct the culm, leaf arrangement and species-specific seed head/inflorescence; many grains currently share one generic spike or grass tuft.",PASS — Leave alone. The source plant or harvest organ has an appropriate growth form and recognizable silhouette.,PASS,UNCHANGED
Cotton,Cotton,FAIL,FAIL,FAIL,PASS,PASS,PASS,FAIL,FAIL,Add multiple cotton bolls and a branching plant body.,False,Cotton.png,440,440,RGBA,afa09d4e216f19b6b135143ade35bf6277b4c49301c48fa0f9560d7375f853af,,FAIL,Other plant or harvest type,FAIL,,"Cotton needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","Add multiple cotton bolls and a branching plant body. Cotton needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,UNCHANGED
Crabapple,Crabapple,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Crabapple.png,440,440,RGBA,9d8ed23e5bc4d094d4926b0ba5ee4f4b4299c7bbb747da3af4bf98e8deca8422,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Crabapple needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Crabapple needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Cranberry,Cranberry,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Cranberry.png,440,440,RGBA,044f2c7fb9cc7d071260573b2ae2416c35d757d9191328e3dd40999d036a66f5,,PASS_WITH_POLISH,5. Shrubs and Bushes,HOLD,,"Cranberry needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Cranberry needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Creosote_Bush,Creosote Bush,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Creosote_Bush.png,440,440,RGBA,dda4cca877d1052a39a3251b1f52fc4e8d145a6be9a8d30ef05c2646f72d9cc6,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Creosote Bush needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Creosote Bush needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Crowberry,Crowberry,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Crowberry.png,440,440,RGBA,e311de52d113c61d9af4eb90a2ccff3232b43e05bf1742dc2cf40da8fd42e16b,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Crowberry needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Crowberry needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Cucumber,Cucumber,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,Use a creeping/climbing vine with broad leaves and attached cucumbers.,False,Cucumber.png,440,440,RGBA,3944b36f6ae119a259706085363645fd0fdf1ff8fb5b7921d4587943c25c874e,,FAIL,Fruiting vegetables,FAIL,,"Match the source plant, leaf habit and attached fruit/harvest organ. Fruit should be connected to stems/branches and not carry identity by label alone.","Use a creeping/climbing vine with broad leaves and attached cucumbers. Match the source plant, leaf habit and attached fruit/harvest organ. Fruit should be connected to stems/branches and not carry identity by label alone.",FAIL,UNCHANGED
Currant,Currant,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Currant.png,440,440,RGBA,fe4b9e8f90bb06d34ba5e1a1681b6f32066990a3156f2d3db258c36ce891cca4,,PASS_WITH_POLISH,5. Shrubs and Bushes,HOLD,,"Currant needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Currant needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Curry_Leaf,Curry Leaf,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Curry_Leaf.png,440,440,RGBA,79adba9feaf08e112c9974ed628a8aaaef59a76196ef463c5388b09837462b72,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Curry Leaf needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Curry Leaf needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Daisy,Daisy,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Daisy.png,440,440,RGBA,7451499f6d9d2acd29107ad1a3149a8ab5adf38950294e71d7204b4e99b92f79,,PASS_WITH_POLISH,10. Flowering Herbs and Wildflowers,HOLD,,"Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.",FAIL,PASS_WITH_POLISH -> HOLD
Dandelion,Dandelion,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Dandelion.png,440,440,RGBA,243331c53bfdf51eec8e96bab5fc790df5d08e38c3e36619b24f2c8500a119fb,,PASS_WITH_POLISH,10. Flowering Herbs and Wildflowers,HOLD,,"Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.",FAIL,PASS_WITH_POLISH -> HOLD
Date,Date,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,Clarify as a harvest item linked to Date Palm rather than a second full palm portrait.,False,Date.png,440,440,RGBA,84c2a185fd0a5c8bdc53f17516cf4b505adfc2c0c49719bfb4460a5d7807456e,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Date needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","Clarify as a harvest item linked to Date Palm rather than a second full palm portrait. Date needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Date_Palm,Date Palm,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Date_Palm.png,440,440,RGBA,dbd03de1a141ad1ae0e13aa12d175a3142e02c453b1bc1691c27364f0d0c1a88,,PASS_WITH_POLISH,3. Palms and Palm-Like Plants,HOLD,,"Date Palm needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Date Palm needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Date_Plum,Date Plum,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Date_Plum.png,440,440,RGBA,132cb23bc39a888551fb13cd39c178a8d0b77588f32c34a01a264cf3389d5f6d,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Date Plum needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Date Plum needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Desert_Melon,Desert Melon,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Desert_Melon.png,440,440,RGBA,79372d6df76a0e074db7d3edba8aa3229b69054733b045b8bba8fc35522dca77,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Desert Melon needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Desert Melon needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Desert_Mint,Desert Mint,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Desert_Mint.png,440,440,RGBA,c78892f0e5d53d90f5bf6cb7ff400145d9b9561232646dd67777e5e14d8cbec6,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Desert Mint needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Desert Mint needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
Desert_Rose,Desert Rose,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Desert_Rose.png,440,440,RGBA,204dbe976612f19cf31f23d911b06ac5f58611a050e7e5dfa07b34d2328c3ae5,,PASS_WITH_POLISH,12. Succulents and Desert Plants,HOLD,,"Match stem geometry, branching/rosette habit, pads/ribs, spines, flower and fruit placement for the named cactus or succulent.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Match stem geometry, branching/rosette habit, pads/ribs, spines, flower and fruit placement for the named cactus or succulent.",FAIL,PASS_WITH_POLISH -> HOLD
Desert_Sage,Desert Sage,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified.",False,Desert_Sage.png,440,440,RGBA,3e568b0c4d984edaf2736573b00ffa865456c70b1dca13fb8aa936c7dc11e9f3,,PASS_WITH_POLISH,Other plant or harvest type,HOLD,,"Desert Sage needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.","No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Desert Sage needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",FAIL,PASS_WITH_POLISH -> HOLD
