category,asset_id,display_name,binary_result,review_band,body_plan,torso,head,eyes,legs_wings_appendages,rear_tail_flukes,signature_traits,global_body_template_risk,near_identical_silhouette_neighbors,assessment_and_required_fix,changed_since_previous_pass,filename,width,height,mode,sha256,exact_duplicate_with,prior_review_band,expected_body_family,strict_status,manual_recheck_note,template_family_note,strict_assessment,binary_gate,status_change_from_prior,overall_growth_form,roots_or_attachment,stem_trunk,leaves_fronds,flower_fruit_spore_harvest,scale_and_silhouette,expected_growth_family,fruiting_body_family,cap_body,stem_attachment_substrate,surface_spores_texture,cell_or_body_morphology,membrane_shell_wall,locomotion_structures,internal_structures,colony_or_scale_read,procedural_kind,body_or_growth_plan,head_sensory_region,limbs_wings_roots_appendages,rear_tail_or_terminal_region,material_skin_surface,trait_blend_coherence
fauna,Conch,Conch,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Conch.png,440,440,RGBA,6cba5d41c882f81ba3df5d13e6c4402a47713ebff6af988ab7525ade9445de09,,PASS_WITH_POLISH,Gastropods,HOLD,,"Broad family routing may be usable, but Conch still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Conch still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,PASS_WITH_POLISH -> HOLD,,,,,,,,,,,,,,,,,,,,,,,
fauna,Condor,Condor,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Condor.png,440,440,RGBA,51df682aca7aeaf80a8dab618800640f445d8bd5bc18215b957f2c736bdd896f,,PASS_WITH_POLISH,Birds of prey,HOLD,,"Replace the generic compact bird body with species-correct raptor mass, hooked bill, wing proportions, talons, tail and head/crest.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Replace the generic compact bird body with species-correct raptor mass, hooked bill, wing proportions, talons, tail and head/crest.",FAIL,PASS_WITH_POLISH -> HOLD,,,,,,,,,,,,,,,,,,,,,,,
fauna,Coot,Coot,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,PASS,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,Add frontal shield and rail-like body/feet.,False,Coot.png,440,440,RGBA,b812f756ee651748d9c874bac74fb632c969131c4657fdc0b190817021de5510,,PASS_WITH_POLISH,Cranes and rails,HOLD,,"Broad family routing may be usable, but Coot still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","Add frontal shield and rail-like body/feet. Broad family routing may be usable, but Coot still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,PASS_WITH_POLISH -> HOLD,,,,,,,,,,,,,,,,,,,,,,,
fauna,Copepod,Copepod,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Copepod.png,440,440,RGBA,3e329dc9c59c163321651b2b9f9761eb9d75e93a862c4b5c50ab3ffe54b04900,,PASS_WITH_POLISH,Ice and cave insects,HOLD,,"Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",FAIL,PASS_WITH_POLISH -> HOLD,,,,,,,,,,,,,,,,,,,,,,,
fauna,Coral,Coral,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Coral.png,440,440,RGBA,41b02733440732c64877d6a2161fc33ad7870212b5a2857f8eabc7e825320628,,PASS_WITH_POLISH,Sessile marine life,HOLD,,"Broad family routing may be usable, but Coral still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Coral still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,PASS_WITH_POLISH -> HOLD,,,,,,,,,,,,,,,,,,,,,,,
fauna,Cormorant,Cormorant,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,PASS,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"Add long hooked bill, low aquatic body, and longer tail.",False,Cormorant.png,440,440,RGBA,887c15a37e6b87db2323aeacbd940afeb69210a545aca98ae4bf06482257cef0,,PASS_WITH_POLISH,Pelicans and diving waterbirds,HOLD,,"Broad family routing may be usable, but Cormorant still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","Add long hooked bill, low aquatic body, and longer tail. Broad family routing may be usable, but Cormorant still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,PASS_WITH_POLISH -> HOLD,,,,,,,,,,,,,,,,,,,,,,,
fauna,Cottonmouth,Cottonmouth,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",HIGH,Cave_Snake,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Cottonmouth.png,440,440,RGBA,d61676a97d21f9539f823fa602b88ddd34b50dfe39bc30b8a1812aba7f624143,,PASS_WITH_POLISH,Venomous snakes,HOLD,,"Verify skull/head profile, limb state, body thickness, scale texture, tail and any crest/frill/horn; do not rely on color alone.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify skull/head profile, limb state, body thickness, scale texture, tail and any crest/frill/horn; do not rely on color alone.",FAIL,PASS_WITH_POLISH -> HOLD,,,,,,,,,,,,,,,,,,,,,,,
fauna,Cow,Cow,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",True,Cow.png,440,440,RGBA,8228dc5c236c5d9b59067251b0135eb088eda4311d614d582b3f82924ed9d462,,PASS_WITH_POLISH,Cattle and bovids,HOLD,,"The ungulate base is usable, but the named species must have correct horn/antler geometry, neck, shoulder/croup mass, leg length, hooves, head and tail.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The ungulate base is usable, but the named species must have correct horn/antler geometry, neck, shoulder/croup mass, leg length, hooves, head and tail.",FAIL,PASS_WITH_POLISH -> HOLD,,,,,,,,,,,,,,,,,,,,,,,
fauna,Cowrie,Cowrie,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Cowrie.png,440,440,RGBA,e506417961d433f8d58ee8783a035aeecc560bde7d67c183d71e7ee3c0b6bbb3,,PASS_WITH_POLISH,Gastropods,HOLD,,"Broad family routing may be usable, but Cowrie still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Cowrie still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,PASS_WITH_POLISH -> HOLD,,,,,,,,,,,,,,,,,,,,,,,
fauna,Crab,Crab,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Crab.png,440,440,RGBA,ef70c1829a45055117cffd07a0965585dd1db3921e89124effcf74a1eaf00ce5,,PASS_WITH_POLISH,Ice and cave insects,HOLD,,"Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",FAIL,PASS_WITH_POLISH -> HOLD,,,,,,,,,,,,,,,,,,,,,,,
fauna,Crane,Crane,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Crane.png,440,440,RGBA,42a8e84c888d24baa31a09731e75b5441f2a4a580dd93690e7e7ba8d051db51c,,PASS_WITH_POLISH,Cranes and rails,HOLD,,"Broad family routing may be usable, but Crane still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Crane still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,PASS_WITH_POLISH -> HOLD,,,,,,,,,,,,,,,,,,,,,,,
fauna,Crayfish,Crayfish,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Crayfish.png,440,440,RGBA,eb9c469ccc2ca2921bbea8d1c7e7d0427e140c38bd55b27ff542d9cb025c3dca,,PASS_WITH_POLISH,Ice and cave insects,HOLD,,"Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",FAIL,PASS_WITH_POLISH -> HOLD,,,,,,,,,,,,,,,,,,,,,,,
fauna,Cricket,Cricket,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Cricket.png,440,440,RGBA,c145195310bc7799968b6fe844dbf96a4a54cf359127a8ffbf92d239cb161f56,,PASS_WITH_POLISH,Grasshoppers and relatives,HOLD,,"Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",FAIL,PASS_WITH_POLISH -> HOLD,,,,,,,,,,,,,,,,,,,,,,,
fauna,Crow,Crow,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Crow.png,440,440,RGBA,804b6d6f2faa2817e800c6cdf7861c17619097b0866245bdbbbc6568864a2f02,,PASS_WITH_POLISH,Corvids,HOLD,,"The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.",FAIL,PASS_WITH_POLISH -> HOLD,,,,,,,,,,,,,,,,,,,,,,,
fauna,Curlew,Curlew,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,PASS,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,Strengthen the long down-curved bill.,False,Curlew.png,440,440,RGBA,22ea4193e427f180b6f71450089d8a2e0752d604ca623808fd17f477e313027a,,PASS_WITH_POLISH,Shorebirds,HOLD,,"Keep the wader family but correct the exact bill geometry, neck length, leg/foot proportions, body depth and tail for the named species.","Strengthen the long down-curved bill. Keep the wader family but correct the exact bill geometry, neck length, leg/foot proportions, body depth and tail for the named species.",FAIL,PASS_WITH_POLISH -> HOLD,,,,,,,,,,,,,,,,,,,,,,,
fauna,Damselfish,Damselfish,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Damselfish.png,440,440,RGBA,d9aea64b2df6d195b521f96f88c8f68bc51a161c44d5df2a33a7d90c789f538c,,PASS_WITH_POLISH,Reef fish,HOLD,,"The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",FAIL,PASS_WITH_POLISH -> HOLD,,,,,,,,,,,,,,,,,,,,,,,
fauna,Deep-Sea_Fish,Deep Sea Fish,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Deep-Sea_Fish.png,440,440,RGBA,25b8ade947562e40e9d33a96ab74b1fe5e1c3262d06d2b37118d51a9d68c803f,,PASS_WITH_POLISH,Fish,HOLD,,"The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",FAIL,PASS_WITH_POLISH -> HOLD,,,,,,,,,,,,,,,,,,,,,,,
fauna,Deep-Sea_Octopus,Deep Sea Octopus,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Deep-Sea_Octopus.png,440,440,RGBA,6017692e1af4a4cb3b362dffcd2ba115d0b126a737fc5da3a1faa6ea1337a437,,PASS_WITH_POLISH,Cephalopods,HOLD,,"Verify mantle form, eye/head placement, arm count, feeding tentacles, fin skirt/fins and rear mantle taper for the named cephalopod.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify mantle form, eye/head placement, arm count, feeding tentacles, fin skirt/fins and rear mantle taper for the named cephalopod.",FAIL,PASS_WITH_POLISH -> HOLD,,,,,,,,,,,,,,,,,,,,,,,
fauna,Deep-Water_Coral,Deep Water Coral,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Deep-Water_Coral.png,440,440,RGBA,6c65384623dbbb8bfc7e100ae422a7b10b6e942491af3d69e4bf7ffc8e83f86d,,PASS_WITH_POLISH,Sessile marine life,HOLD,,"Broad family routing may be usable, but Deep Water Coral still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Deep Water Coral still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,PASS_WITH_POLISH -> HOLD,,,,,,,,,,,,,,,,,,,,,,,
fauna,Deer,Deer,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",True,Deer.png,440,440,RGBA,71599e7101145954339e46b721024424c5e82a20e8dbeb819cc8295ea1c274d8,,PASS_WITH_POLISH,Deer and relatives,HOLD,,"The ungulate base is usable, but the named species must have correct horn/antler geometry, neck, shoulder/croup mass, leg length, hooves, head and tail.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The ungulate base is usable, but the named species must have correct horn/antler geometry, neck, shoulder/croup mass, leg length, hooves, head and tail.",FAIL,PASS_WITH_POLISH -> HOLD,,,,,,,,,,,,,,,,,,,,,,,
fauna,Deer_Tick,Deer Tick,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Deer_Tick.png,440,440,RGBA,d15f1c87eb94762d07ae0b5aaf432bede056818052324688e13dd2fb1ab6fffc,,PASS_WITH_POLISH,Arachnids,HOLD,,"Broad family routing may be usable, but Deer Tick still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Deer Tick still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,PASS_WITH_POLISH -> HOLD,,,,,,,,,,,,,,,,,,,,,,,
fauna,Desert_Owl,Desert Owl,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Desert_Owl.png,440,440,RGBA,49277c99cea2a98293b1f74c11964297e59d2592d92fd9e43efc2f97a985d561,,PASS_WITH_POLISH,Raptors and owls,HOLD,,"Replace the generic compact bird body with species-correct raptor mass, hooked bill, wing proportions, talons, tail and head/crest.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Replace the generic compact bird body with species-correct raptor mass, hooked bill, wing proportions, talons, tail and head/crest.",FAIL,PASS_WITH_POLISH -> HOLD,,,,,,,,,,,,,,,,,,,,,,,
fauna,Diving_Beetle,Diving Beetle,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",HIGH,Water_Beetle,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Diving_Beetle.png,440,440,RGBA,7f05c9bc2a1cb3c0314d45f13d4b477e2622343caa16c2ecb008d29a0272a5ea,,PASS_WITH_POLISH,Beetles,HOLD,,"Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",FAIL,PASS_WITH_POLISH -> HOLD,,,,,,,,,,,,,,,,,,,,,,,
fauna,Dobsonfly,Dobsonfly,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,PASS,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,Add clearer adult insect wings and enlarged mandibles where appropriate.,True,Dobsonfly.png,440,440,RGBA,67c8868eb02957d79013315c04156bb101157422932d75aa3cdf45eb66644a96,,PASS_WITH_POLISH,Insects,HOLD,,"Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.","Add clearer adult insect wings and enlarged mandibles where appropriate. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",FAIL,PASS_WITH_POLISH -> HOLD,,,,,,,,,,,,,,,,,,,,,,,
fauna,Dolphin,Dolphin,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",HIGH,Blue_Whale | River_Dolphin,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Dolphin.png,440,440,RGBA,7478a4dbebc8af53c10c5b2bd0d87e04c0d370e471524d205bcbeeb9a7c69b84,,PASS_WITH_POLISH,Marine mammals,HOLD,,"Strengthen real marine-mammal proportions: streamlined body, species-correct rostrum/head, dorsal fin placement, pectoral flippers, peduncle and horizontal flukes.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Strengthen real marine-mammal proportions: streamlined body, species-correct rostrum/head, dorsal fin placement, pectoral flippers, peduncle and horizontal flukes.",FAIL,PASS_WITH_POLISH -> HOLD,,,,,,,,,,,,,,,,,,,,,,,
fauna,Donkey,Donkey,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",True,Donkey.png,440,440,RGBA,30ce4e018d9612e8b13ecd0e0b0ad3c811e0adadaa1ad8fc6403498dbd05af69,,PASS_WITH_POLISH,Horses and relatives,HOLD,,"Use a dedicated equid scaffold: deep barrel torso, withers, sloped shoulder, muscular croup, long wedge-shaped head, articulated knees/hocks/fetlocks, hooves, mane, and flowing or tufted tail.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use a dedicated equid scaffold: deep barrel torso, withers, sloped shoulder, muscular croup, long wedge-shaped head, articulated knees/hocks/fetlocks, hooves, mane, and flowing or tufted tail.",FAIL,PASS_WITH_POLISH -> HOLD,,,,,,,,,,,,,,,,,,,,,,,
fauna,Dove,Dove,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",HIGH,Pigeon,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Dove.png,440,440,RGBA,f67a28e466979d246d706932315bfdaf8714835fe9929fb3c0ff6ddff06df6a1,,PASS_WITH_POLISH,Pigeons,HOLD,,"The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.",FAIL,PASS_WITH_POLISH -> HOLD,,,,,,,,,,,,,,,,,,,,,,,
fauna,Dragonfish,Dragonfish,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",HIGH,Eel,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Dragonfish.png,440,440,RGBA,9654022fd7728aa13f326befe6ca32214eadcee620bf21ccaf6e576265c66bda,,PASS_WITH_POLISH,Strange deep-sea fish,HOLD,,"The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",FAIL,PASS_WITH_POLISH -> HOLD,,,,,,,,,,,,,,,,,,,,,,,
fauna,Duck,Duck,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Duck.png,440,440,RGBA,06494a7e0ffa0503e59713d4c056437dc9ad73513d5c51699a2b78b726900559,,PASS_WITH_POLISH,Waterfowl,HOLD,,"Broad family routing may be usable, but Duck still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Duck still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,PASS_WITH_POLISH -> HOLD,,,,,,,,,,,,,,,,,,,,,,,
