category,asset_id,display_name,binary_result,review_band,body_plan,torso,head,eyes,legs_wings_appendages,rear_tail_flukes,signature_traits,global_body_template_risk,near_identical_silhouette_neighbors,assessment_and_required_fix,changed_since_previous_pass,filename,width,height,mode,sha256,exact_duplicate_with,prior_review_band,expected_body_family,strict_status,manual_recheck_note,template_family_note,strict_assessment,binary_gate,status_change_from_prior,overall_growth_form,roots_or_attachment,stem_trunk,leaves_fronds,flower_fruit_spore_harvest,scale_and_silhouette,expected_growth_family,fruiting_body_family,cap_body,stem_attachment_substrate,surface_spores_texture,cell_or_body_morphology,membrane_shell_wall,locomotion_structures,internal_structures,colony_or_scale_read,procedural_kind,body_or_growth_plan,head_sensory_region,limbs_wings_roots_appendages,rear_tail_or_terminal_region,material_skin_surface,trait_blend_coherence
flora,Wild_Strawberry,Wild Strawberry,PASS,PASS,,,,,,,,,,"Trifoliate leaves, runners, flowers, and fruit are now visible.",True,Wild_Strawberry.png,440,440,RGBA,0d4ec70731fe72c9cf35778f12a64435280229695caff1713e50dd13fd5d5544,,PASS,,PASS,,"Wild Strawberry needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",PASS — Leave alone. The source plant or harvest organ has an appropriate growth form and recognizable silhouette.,PASS,UNCHANGED,PASS,PASS,PASS,PASS,PASS,PASS,Other plant or harvest type,,,,,,,,,,,,,,,,
fungi,Bioluminescent_Mushroom,Bioluminescent Mushroom,PASS,PASS,,,,,,,,,,Cap-and-stem form plus localized glow is clear.,False,Bioluminescent_Mushroom.png,440,440,RGBA,a277f69e2d28219dc9e0c0a0c9a3f94ef9c295df4ebec7ae0765fa519df85157,,PASS,,PASS,,,PASS — Leave alone. The major real-world morphology is represented at the current stylized scale.,PASS,UNCHANGED,,,,,,,,PASS,PASS,PASS,PASS,,,,,,,,,,,,
fungi,Black_Truffle,Black Truffle,PASS,PASS,,,,,,,,,,Irregular underground fruiting body and cut surface are recognizable.,True,Black_Truffle.png,440,440,RGBA,403d81d2ddc1ce5056a3313ee55541a86fcec3923302c2758b20d911ddf3120e,,PASS,,PASS,,,PASS — Leave alone. The major real-world morphology is represented at the current stylized scale.,PASS,UNCHANGED,,,,,,,,PASS,PASS,PASS,PASS,,,,,,,,,,,,
fungi,Bracket_Fungus,Bracket Fungus,PASS,PASS,,,,,,,,,,Layered shelves attached laterally to wood are correct.,False,Bracket_Fungus.png,440,440,RGBA,b3f5e6a614f9160a4517b1e3f542f8ebe4054ce0d20764fe47ce5e597407f426,,PASS,,PASS,,,PASS — Leave alone. The major real-world morphology is represented at the current stylized scale.,PASS,UNCHANGED,,,,,,,,PASS,PASS,PASS,PASS,,,,,,,,,,,,
fungi,Chicken-of-the-Woods,Chicken of the Woods,PASS,PASS,,,,,,,,,,Orange shelf brackets attached to wood are recognizable.,False,Chicken-of-the-Woods.png,440,440,RGBA,518974ccafd5b70d9c201767d7ac917bb19214115122f1df1839b0741079e602,,PASS,,PASS,,,PASS — Leave alone. The major real-world morphology is represented at the current stylized scale.,PASS,UNCHANGED,,,,,,,,PASS,PASS,PASS,PASS,,,,,,,,,,,,
fungi,Coral_Fungus,Coral Fungus,PASS,PASS,,,,,,,,,,Branching coral-like fruiting body is correct.,False,Coral_Fungus.png,440,440,RGBA,b936ba0fd7462ea223b8c6ef18696336376ce884b7c864ab7c140402b8b37370,,PASS,,PASS,,,PASS — Leave alone. The major real-world morphology is represented at the current stylized scale.,PASS,UNCHANGED,,,,,,,,PASS,PASS,PASS,PASS,,,,,,,,,,,,
fungi,Enoki,Enoki,PASS,PASS,,,,,,,,,,Long thin stems and tiny clustered caps are recognizable.,True,Enoki.png,440,440,RGBA,71f98bddff033b20f40551ce29cd9725e5d5f62d5ee4b19de1bf8dcccb45b2b3,,PASS,,PASS,,,PASS — Leave alone. The major real-world morphology is represented at the current stylized scale.,PASS,UNCHANGED,,,,,,,,PASS,PASS,PASS,PASS,,,,,,,,,,,,
fungi,Fly_Agaric,Fly Agaric,PASS,PASS,,,,,,,,,,Red caps with white warts and pale stems are recognizable.,True,Fly_Agaric.png,440,440,RGBA,f6b79d2afd93981d1a42335fe5d397feaefd6dd7dbb82ff033f35724ba42a106,,PASS,,PASS,,,PASS — Leave alone. The major real-world morphology is represented at the current stylized scale.,PASS,UNCHANGED,,,,,,,,PASS,PASS,PASS,PASS,,,,,,,,,,,,
fungi,Giant_Puffball,Giant Puffball,PASS,PASS,,,,,,,,,,Round puffball bodies are correct.,False,Giant_Puffball.png,440,440,RGBA,57984858f876e2d29e6bb399e749a4a1fd80f6700504858675b71c400022aec5,,PASS,,PASS,,,PASS — Leave alone. The major real-world morphology is represented at the current stylized scale.,PASS,UNCHANGED,,,,,,,,PASS,PASS,PASS,PASS,,,,,,,,,,,,
fungi,Oyster_Mushroom,Oyster Mushroom,PASS,PASS,,,,,,,,,,Layered lateral fan caps attached to wood are correct.,False,Oyster_Mushroom.png,440,440,RGBA,5524b11980735eac416673d40a5aff4573cf9ed32e6032bdb2ec6e637cf80456,,PASS,,PASS,,,PASS — Leave alone. The major real-world morphology is represented at the current stylized scale.,PASS,UNCHANGED,,,,,,,,PASS,PASS,PASS,PASS,,,,,,,,,,,,
fungi,Shelf_Fungus,Shelf Fungus,PASS,PASS,,,,,,,,,,Lateral shelf growth on wood is correct.,False,Shelf_Fungus.png,440,440,RGBA,0b6a8a30f590a4923ed585701e6289ca6bded5cfd82f5dca661fa8e4a47a4fc7,,PASS,,PASS,,,PASS — Leave alone. The major real-world morphology is represented at the current stylized scale.,PASS,UNCHANGED,,,,,,,,PASS,PASS,PASS,PASS,,,,,,,,,,,,
microbe,Amoeba,Amoeba,PASS,PASS,,,,,,,,,,"Irregular amoeboid cell, nucleus, and internal vacuoles are represented.",False,Amoeba.png,440,440,RGBA,00f1d1a5fb2095c765230df82c08db7e30a451361ff84767c520db0276a8659f,,PASS,,PASS,,,PASS — Leave alone. The major real-world morphology is represented at the current stylized scale.,PASS,UNCHANGED,,,,,,,,,,,,PASS,PASS,PASS,PASS,PASS,,,,,,,
microbe,Cyanobacteria,Cyanobacteria,PASS,PASS,,,,,,,,,,Filamentous chains with heterocyst-like enlarged cells are now visible.,True,Cyanobacteria.png,440,440,RGBA,3a57262608d0eb9e353e7f84eeec77cfb89702ac104251be6e7fedfc8b9a0bf9,,PASS,,PASS,,,PASS — Leave alone. The major real-world morphology is represented at the current stylized scale.,PASS,UNCHANGED,,,,,,,,,,,,PASS,PASS,PASS,PASS,PASS,,,,,,,
microbe,Diatom,Diatom,PASS,PASS,,,,,,,,,,Rigid bilateral silica-shell geometry is clearly represented.,True,Diatom.png,440,440,RGBA,04b4479a67a34297c2688a3fcd27c103b2264e92a8a8c6ec0773a804a28df6b5,,PASS,,PASS,,,PASS — Leave alone. The major real-world morphology is represented at the current stylized scale.,PASS,UNCHANGED,,,,,,,,,,,,PASS,PASS,PASS,PASS,PASS,,,,,,,
microbe,Euglena,Euglena,PASS,PASS,,,,,,,,,,Elongated ciliated/flagellate cell with internal bodies is recognizable.,False,Euglena.png,440,440,RGBA,9474917b42f60210f17d0edb67e7569d895d18b36439d8b3ffbde166f4187e02,,PASS,,PASS,,,PASS — Leave alone. The major real-world morphology is represented at the current stylized scale.,PASS,UNCHANGED,,,,,,,,,,,,PASS,PASS,PASS,PASS,PASS,,,,,,,
microbe,Paramecium,Paramecium,PASS,PASS,,,,,,,,,,Slipper-shaped ciliate body and internal structures are recognizable.,False,Paramecium.png,440,440,RGBA,be74acb3e3308be33c1e0a7819b3ca1f484e3e603ddc1ee082a05177b16974fd,,PASS,,PASS,,,PASS — Leave alone. The major real-world morphology is represented at the current stylized scale.,PASS,UNCHANGED,,,,,,,,,,,,PASS,PASS,PASS,PASS,PASS,,,,,,,
procedural,fauna-h0-s0,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,False,fauna-h0-s0.png,440,440,RGBA,37be5335faa208955c8468783f3a86debb9290e89ad63c4189174fa3e0c48a03,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h0-s1,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,False,fauna-h0-s1.png,440,440,RGBA,0f26ad5dc48549dc59c56f7e0c97e375672e5315ea9daa1573a4a11cbdfeb1f2,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h0-s10,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,True,fauna-h0-s10.png,440,440,RGBA,aaba5e1b59db109a1a5d41d70ff010e299c68996bcffc363dca5bea92b9960c5,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h0-s11,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,False,fauna-h0-s11.png,440,440,RGBA,46fa93407af6c152169e1d9e8aa04f3df221f7eb3211ce151500b1c969947e2c,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h0-s12,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,True,fauna-h0-s12.png,440,440,RGBA,b50a27dc348992de5c6189c919eea5352e2e52ae67f536325b980a3773c7ac31,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h0-s13,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,True,fauna-h0-s13.png,440,440,RGBA,d8877c61ef57524a3bf03fc6c516e210250e7b91d47da49c4339d44e250ca52a,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h0-s14,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,True,fauna-h0-s14.png,440,440,RGBA,d304f6ebfd46b7902e27a5aa067e6f5848083f78d528d2a388ce1008fdfd4411,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h0-s15,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,False,fauna-h0-s15.png,440,440,RGBA,ebd572f70e01016046e34ab4ce6b3ab218cda1c7df81a3f4daec379b13f0d0c1,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h0-s16,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,False,fauna-h0-s16.png,440,440,RGBA,6e3cdbbed7f5958212a7a60acee2495f42708e2d253807e07459d378044352df,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h0-s17,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,False,fauna-h0-s17.png,440,440,RGBA,8d81e46c27370d42e90a10e4a36894d43377122dc78cc8267d6fec2292100dcb,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h0-s18,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,True,fauna-h0-s18.png,440,440,RGBA,234293bc75dbb3b8c88548eca3b91efd837c93d2a281625c78ad1badcfbc7ca1,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h0-s19,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,True,fauna-h0-s19.png,440,440,RGBA,0683f1752560080c7140a81aae0864cd86d4a472bf31be92be98e6028b13a354,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h0-s2,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,True,fauna-h0-s2.png,440,440,RGBA,fbb3e502d201e23fb1dbbd4edcd2ba2ba89e3741b5193ab74b74f720f1cc5163,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h0-s3,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,True,fauna-h0-s3.png,440,440,RGBA,701dd1c6e9d2a2df00df7f2fba341600a56d7a1b4e34bd8d0d84b94ce3441801,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h0-s4,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,True,fauna-h0-s4.png,440,440,RGBA,2f0fcee8f38ceb99a98acb7b7a244d96e75977f71bfae10cfc512809173c03dc,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h0-s5,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,True,fauna-h0-s5.png,440,440,RGBA,8c3ed0d9e30a6aea9f6c0f0592a169e6caf663c4869cc528da289f28c65ea062,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h0-s6,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,True,fauna-h0-s6.png,440,440,RGBA,b9134f2881e3cdb9898a658983c461bb0abffb970fd92aace47c1e3939e94b0e,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h0-s7,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,False,fauna-h0-s7.png,440,440,RGBA,1b197e5d32611619b4ba08b27b328a0a478a76e51ea87ecb6b8d75350b61e528,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h0-s8,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,True,fauna-h0-s8.png,440,440,RGBA,ef1fdd8bb7849d996b8013f94fe929a1550a2ff1b6250340f39c2786c0349929,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h0-s9,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,True,fauna-h0-s9.png,440,440,RGBA,d7fb68da9966c959db40780832592dbfeedb478cd7a5badf3a2fddaa4cc49737,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h1-s0,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,False,fauna-h1-s0.png,440,440,RGBA,78889e2d1ba4a02c52c76fdbe5342b457f368c70603aa236688542e231327121,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h1-s1,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,True,fauna-h1-s1.png,440,440,RGBA,8043e7633242df3c41ec18017c378bb777c16e7b2e99bb3e458b877ede223098,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h1-s10,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,False,fauna-h1-s10.png,440,440,RGBA,10d8596f78f519b22d8bbf9463c5e5d4c292cc482447106727f7c8b5e086c38a,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h1-s11,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,True,fauna-h1-s11.png,440,440,RGBA,36afc01011c5c615cae9799b64f73f871551bdabdc9b298c6dcb7a3baf3fdff7,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h1-s12,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,False,fauna-h1-s12.png,440,440,RGBA,f599a66bf30d01c92ad088c6108a1dfa5c0f1998d118547583db2e9fed200e8b,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h1-s13,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,True,fauna-h1-s13.png,440,440,RGBA,5c5bf57234e168f95d60dd3ad384de3b97a3ae9de5ce69939fc5da9bf18a360d,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h1-s14,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,True,fauna-h1-s14.png,440,440,RGBA,9ec8186b79b687a44b8133745689a4bc6a3040aeb1f7f08a7f154e9a53ef2fd1,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h1-s15,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,False,fauna-h1-s15.png,440,440,RGBA,dafd22c09e236ca7ce0ae2676222dba0e743acc857a7c012e641804dca9cfb5d,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h1-s16,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,True,fauna-h1-s16.png,440,440,RGBA,6b4a1626cfb59bcda49127c02794d4efac17210062c1bfd24c92cc5ac9bcd248,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h1-s17,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,False,fauna-h1-s17.png,440,440,RGBA,4f8a445c71ef493df67aa8ded7eba90f3f550893a9c280dcc5b2de93218d54e2,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h1-s18,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,True,fauna-h1-s18.png,440,440,RGBA,f5b90e20905f2746b1fbf7707e419b501ac95356ed8865667be9529d599a024f,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h1-s19,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,False,fauna-h1-s19.png,440,440,RGBA,865be18f4f788999d00be4199e7a236d18a87dc4f7db3da58d04a191123b21c3,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
procedural,fauna-h1-s2,,PASS,PASS_WITH_POLISH,,,,,,,,,,Trait blend is coherent enough for alien life. Continue reducing repeated long-neck quadrupeds and group multi-limbs into believable shoulder/mid/rear anatomy.,False,fauna-h1-s2.png,440,440,RGBA,99627b4e7d01cee98f00d0879bdcbd72cad46ab96faf58fc5a21030034c1c607,,PASS_WITH_POLISH,,PASS,,,PASS — Trait blend is coherent for a procedural organism. Earth-species accuracy is not required.,PASS,PASS_WITH_POLISH -> PASS,,,,,,,,,,,,,,,,,fauna,PASS,PASS,POLISH,PASS,PASS,PASS_WITH_POLISH
