asset_id,display_name,binary_result,review_band,body_plan,torso,head,eyes,legs_wings_appendages,rear_tail_flukes,signature_traits,global_body_template_risk,near_identical_silhouette_neighbors,assessment_and_required_fix,changed_since_previous_pass,filename,width,height,mode,sha256,exact_duplicate_with,prior_review_band,expected_body_family,strict_status,manual_recheck_note,template_family_note,strict_assessment,binary_gate,status_change_from_prior
Cricket,Cricket,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Cricket.png,440,440,RGBA,c145195310bc7799968b6fe844dbf96a4a54cf359127a8ffbf92d239cb161f56,,PASS_WITH_POLISH,Grasshoppers and relatives,HOLD,,"Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",FAIL,PASS_WITH_POLISH -> HOLD
Crocodile,Crocodile,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current arrow-like body lacks a broad armored torso, four splayed legs, powerful jaw, and muscular tail.",False,Crocodile.png,440,440,RGBA,1979a0a1c72fcfed173643528a9e8d9f6fc6d151086141e31d28dc59513d03d1,,FAIL,Crocodilians,FAIL,,"Current narrow arrow-like body is not crocodilian. Use a broad low torso, splayed robust limbs, species-correct skull, armored back and thick muscular tail.","Current arrow-like body lacks a broad armored torso, four splayed legs, powerful jaw, and muscular tail. Current narrow arrow-like body is not crocodilian. Use a broad low torso, splayed robust limbs, species-correct skull, armored back and thick muscular tail.",FAIL,UNCHANGED
Crow,Crow,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Crow.png,440,440,RGBA,804b6d6f2faa2817e800c6cdf7861c17619097b0866245bdbbbc6568864a2f02,,PASS_WITH_POLISH,Corvids,HOLD,,"The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.",FAIL,PASS_WITH_POLISH -> HOLD
Curlew,Curlew,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,PASS,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,Strengthen the long down-curved bill.,False,Curlew.png,440,440,RGBA,22ea4193e427f180b6f71450089d8a2e0752d604ca623808fd17f477e313027a,,PASS_WITH_POLISH,Shorebirds,HOLD,,"Keep the wader family but correct the exact bill geometry, neck length, leg/foot proportions, body depth and tail for the named species.","Strengthen the long down-curved bill. Keep the wader family but correct the exact bill geometry, neck length, leg/foot proportions, body depth and tail for the named species.",FAIL,PASS_WITH_POLISH -> HOLD
Cuttlefish,Cuttlefish,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,All major regions and defining features are readable at the current stylized scale.,LOW,,"Broad mantle, lateral fin skirt, front arms, and cephalopod head now read correctly.",True,Cuttlefish.png,440,440,RGBA,b5494df91d21b5282c92ea2723e9c034d7296962e36c25819b7bdf1c5d77c62f,,PASS,Cephalopods,FAIL,"Current bell/jelly-like body is not a cuttlefish. Use a broad oval mantle, continuous lateral fin skirt, visible cephalopod head, eight arms, and two feeding tentacles.","Verify mantle form, eye/head placement, arm count, feeding tentacles, fin skirt/fins and rear mantle taper for the named cephalopod.","Current bell/jelly-like body is not a cuttlefish. Use a broad oval mantle, continuous lateral fin skirt, visible cephalopod head, eight arms, and two feeding tentacles.",FAIL,PASS -> FAIL
Damselfish,Damselfish,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Damselfish.png,440,440,RGBA,d9aea64b2df6d195b521f96f88c8f68bc51a161c44d5df2a33a7d90c789f538c,,PASS_WITH_POLISH,Reef fish,HOLD,,"The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",FAIL,PASS_WITH_POLISH -> HOLD
Damselfly,Damselfly,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,All major regions and defining features are readable at the current stylized scale.,LOW,,Adult wing pairs and long segmented abdomen are present; keep wings narrower/folded than dragonfly.,True,Damselfly.png,440,440,RGBA,0be788360714373fc7231ce96d985d5ad8f2ae05f4647ff3d949e441e1680644,,PASS,Dragonflies,PASS,,"Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,PASS,UNCHANGED
Deep-Sea_Fish,Deep Sea Fish,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Deep-Sea_Fish.png,440,440,RGBA,25b8ade947562e40e9d33a96ab74b1fe5e1c3262d06d2b37118d51a9d68c803f,,PASS_WITH_POLISH,Fish,HOLD,,"The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",FAIL,PASS_WITH_POLISH -> HOLD
Deep-Sea_Octopus,Deep Sea Octopus,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Deep-Sea_Octopus.png,440,440,RGBA,6017692e1af4a4cb3b362dffcd2ba115d0b126a737fc5da3a1faa6ea1337a437,,PASS_WITH_POLISH,Cephalopods,HOLD,,"Verify mantle form, eye/head placement, arm count, feeding tentacles, fin skirt/fins and rear mantle taper for the named cephalopod.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify mantle form, eye/head placement, arm count, feeding tentacles, fin skirt/fins and rear mantle taper for the named cephalopod.",FAIL,PASS_WITH_POLISH -> HOLD
Deep-Water_Coral,Deep Water Coral,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Deep-Water_Coral.png,440,440,RGBA,6c65384623dbbb8bfc7e100ae422a7b10b6e942491af3d69e4bf7ffc8e83f86d,,PASS_WITH_POLISH,Sessile marine life,HOLD,,"Broad family routing may be usable, but Deep Water Coral still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Deep Water Coral still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,PASS_WITH_POLISH -> HOLD
Deer,Deer,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",True,Deer.png,440,440,RGBA,71599e7101145954339e46b721024424c5e82a20e8dbeb819cc8295ea1c274d8,,PASS_WITH_POLISH,Deer and relatives,HOLD,,"The ungulate base is usable, but the named species must have correct horn/antler geometry, neck, shoulder/croup mass, leg length, hooves, head and tail.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The ungulate base is usable, but the named species must have correct horn/antler geometry, neck, shoulder/croup mass, leg length, hooves, head and tail.",FAIL,PASS_WITH_POLISH -> HOLD
Deer_Tick,Deer Tick,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Deer_Tick.png,440,440,RGBA,d15f1c87eb94762d07ae0b5aaf432bede056818052324688e13dd2fb1ab6fffc,,PASS_WITH_POLISH,Arachnids,HOLD,,"Broad family routing may be usable, but Deer Tick still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Deer Tick still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,PASS_WITH_POLISH -> HOLD
Desert_Owl,Desert Owl,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Desert_Owl.png,440,440,RGBA,49277c99cea2a98293b1f74c11964297e59d2592d92fd9e43efc2f97a985d561,,PASS_WITH_POLISH,Raptors and owls,HOLD,,"Replace the generic compact bird body with species-correct raptor mass, hooked bill, wing proportions, talons, tail and head/crest.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Replace the generic compact bird body with species-correct raptor mass, hooked bill, wing proportions, talons, tail and head/crest.",FAIL,PASS_WITH_POLISH -> HOLD
Dingo,Dingo,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current deer-like body lacks canine paws, skull, chest, and tail carriage.",True,Dingo.png,440,440,RGBA,2737fbd26a099febdbe1656c0b0e89a849c35671e99d7069179fa894c60b111a,,FAIL,Canids,FAIL,,"The catalog repeatedly uses a deer-like quadruped for canids. Use a deep canine chest, digitigrade paws/hocks, canine skull and muzzle, and a properly furred tail.","Current deer-like body lacks canine paws, skull, chest, and tail carriage. The catalog repeatedly uses a deer-like quadruped for canids. Use a deep canine chest, digitigrade paws/hocks, canine skull and muzzle, and a properly furred tail.",FAIL,UNCHANGED
Diving_Beetle,Diving Beetle,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",HIGH,Water_Beetle,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Diving_Beetle.png,440,440,RGBA,7f05c9bc2a1cb3c0314d45f13d4b477e2622343caa16c2ecb008d29a0272a5ea,,PASS_WITH_POLISH,Beetles,HOLD,,"Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",FAIL,PASS_WITH_POLISH -> HOLD
Dobsonfly,Dobsonfly,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,PASS,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,Add clearer adult insect wings and enlarged mandibles where appropriate.,True,Dobsonfly.png,440,440,RGBA,67c8868eb02957d79013315c04156bb101157422932d75aa3cdf45eb66644a96,,PASS_WITH_POLISH,Insects,HOLD,,"Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.","Add clearer adult insect wings and enlarged mandibles where appropriate. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",FAIL,PASS_WITH_POLISH -> HOLD
Dog,Dog,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current deer-like body lacks a canine ribcage, paws, hocks, muzzle, and species-neutral dog tail.",True,Dog.png,440,440,RGBA,e1ea4d73595e24b3f8495d10d77710a93640c552c9a2ec3565ab989700a37ee4,,FAIL,Canids,FAIL,,"The catalog repeatedly uses a deer-like quadruped for canids. Use a deep canine chest, digitigrade paws/hocks, canine skull and muzzle, and a properly furred tail.","Current deer-like body lacks a canine ribcage, paws, hocks, muzzle, and species-neutral dog tail. The catalog repeatedly uses a deer-like quadruped for canids. Use a deep canine chest, digitigrade paws/hocks, canine skull and muzzle, and a properly furred tail.",FAIL,UNCHANGED
Dolphin,Dolphin,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",HIGH,Blue_Whale | River_Dolphin,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Dolphin.png,440,440,RGBA,7478a4dbebc8af53c10c5b2bd0d87e04c0d370e471524d205bcbeeb9a7c69b84,,PASS_WITH_POLISH,Marine mammals,HOLD,,"Strengthen real marine-mammal proportions: streamlined body, species-correct rostrum/head, dorsal fin placement, pectoral flippers, peduncle and horizontal flukes.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Strengthen real marine-mammal proportions: streamlined body, species-correct rostrum/head, dorsal fin placement, pectoral flippers, peduncle and horizontal flukes.",FAIL,PASS_WITH_POLISH -> HOLD
Donkey,Donkey,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",True,Donkey.png,440,440,RGBA,30ce4e018d9612e8b13ecd0e0b0ad3c811e0adadaa1ad8fc6403498dbd05af69,,PASS_WITH_POLISH,Horses and relatives,HOLD,,"Use a dedicated equid scaffold: deep barrel torso, withers, sloped shoulder, muscular croup, long wedge-shaped head, articulated knees/hocks/fetlocks, hooves, mane, and flowing or tufted tail.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use a dedicated equid scaffold: deep barrel torso, withers, sloped shoulder, muscular croup, long wedge-shaped head, articulated knees/hocks/fetlocks, hooves, mane, and flowing or tufted tail.",FAIL,PASS_WITH_POLISH -> HOLD
Dove,Dove,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",HIGH,Pigeon,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Dove.png,440,440,RGBA,f67a28e466979d246d706932315bfdaf8714835fe9929fb3c0ff6ddff06df6a1,,PASS_WITH_POLISH,Pigeons,HOLD,,"The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.",FAIL,PASS_WITH_POLISH -> HOLD
Dragonfish,Dragonfish,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",HIGH,Eel,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Dragonfish.png,440,440,RGBA,9654022fd7728aa13f326befe6ca32214eadcee620bf21ccaf6e576265c66bda,,PASS_WITH_POLISH,Strange deep-sea fish,HOLD,,"The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",FAIL,PASS_WITH_POLISH -> HOLD
Dragonfly,Dragonfly,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,All major regions and defining features are readable at the current stylized scale.,LOW,,"Adult wing pairs, segmented abdomen, and compound eyes now read correctly.",False,Dragonfly.png,440,440,RGBA,80bc0b1a3282d3f0a36d7eeadda6fb42a435a2cbb7456ea9e8e34046339723bf,,PASS,Dragonflies,PASS,,"Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",PASS — Leave alone at the current stylized resolution. Major body regions and defining silhouette are sufficiently represented.,PASS,UNCHANGED
Dromedary_Camel,Dromedary Camel,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"One hump is present, but the body is deer-like. Add a camel head/neck, long upper limbs, padded feet, and integrated hump.",True,Dromedary_Camel.png,440,440,RGBA,8dc7e705707d8455e97d71d0f9a6e6b8435ca81ea8663a1d8c3a766847dceefb,,FAIL,Camelids,FAIL,,"Current forms read as deer with humps. Build a camelid neck/chest, padded two-toed feet, long camelid head, integrated hump anatomy, and species-correct coat/tail.","One hump is present, but the body is deer-like. Add a camel head/neck, long upper limbs, padded feet, and integrated hump. Current forms read as deer with humps. Build a camelid neck/chest, padded two-toed feet, long camelid head, integrated hump anatomy, and species-correct coat/tail.",FAIL,UNCHANGED
Duck,Duck,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Duck.png,440,440,RGBA,06494a7e0ffa0503e59713d4c056437dc9ad73513d5c51699a2b78b726900559,,PASS_WITH_POLISH,Waterfowl,HOLD,,"Broad family routing may be usable, but Duck still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Duck still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,PASS_WITH_POLISH -> HOLD
Dugong,Dugong,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,LOW,,"Current body is too spherical; add elongated sirenian body, downturned muzzle, paddle flippers, and fluked tail.",True,Dugong.png,440,440,RGBA,867d48300dd6d7b957abee406c53cddddbf4e5b7c4e346edeedf4c7ee8b0b55a,,FAIL,Marine mammals,FAIL,,"Strengthen real marine-mammal proportions: streamlined body, species-correct rostrum/head, dorsal fin placement, pectoral flippers, peduncle and horizontal flukes.","Current body is too spherical; add elongated sirenian body, downturned muzzle, paddle flippers, and fluked tail. Strengthen real marine-mammal proportions: streamlined body, species-correct rostrum/head, dorsal fin placement, pectoral flippers, peduncle and horizontal flukes.",FAIL,UNCHANGED
Duiker,Duiker,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",True,Duiker.png,440,440,RGBA,1e0676ca03b6520e575fb3e1a2b7d2672a5c896c1a107cc36a7ee985ef1d39bd,,PASS_WITH_POLISH,Other or uncertain,HOLD,,"Broad family routing may be usable, but Duiker still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Duiker still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,PASS_WITH_POLISH -> HOLD
Dung_Beetle,Dung Beetle,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",HIGH,Carrion_Beetle | Ladybug,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Dung_Beetle.png,440,440,RGBA,9b0f55edd7d86cff1cf4a218e783daee1f92ce7fc28c0312df03a7b65d3930a0,,PASS_WITH_POLISH,Beetles,HOLD,,"Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",FAIL,PASS_WITH_POLISH -> HOLD
Eagle,Eagle,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current small songbird body lacks a hooked bill, heavy raptor chest, large wings, powerful talons, and wedge/fan tail.",False,Eagle.png,440,440,RGBA,956998a9caa2deaa74176a9acc2b3ea97801d856b553a266d543625362d768e0,,FAIL,Birds of prey,FAIL,,"Replace the generic compact bird body with species-correct raptor mass, hooked bill, wing proportions, talons, tail and head/crest.","Current small songbird body lacks a hooked bill, heavy raptor chest, large wings, powerful talons, and wedge/fan tail. Replace the generic compact bird body with species-correct raptor mass, hooked bill, wing proportions, talons, tail and head/crest.",FAIL,UNCHANGED
Eagle_Ray,Eagle Ray,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Eagle_Ray.png,440,440,RGBA,995d43f29f11306d203f1d0b1dac0b9a38ce91724ab99abd361a201b34cfa025,,PASS_WITH_POLISH,Rays and skates,HOLD,,"Broad family routing may be usable, but Eagle Ray still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Eagle Ray still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,PASS_WITH_POLISH -> HOLD
Earthworm,Earthworm,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Earthworm.png,440,440,RGBA,551808d4d4d7c9f76e36491fc85679c75d7bf23a5c199bd55cc9639b203c780c,,PASS_WITH_POLISH,Other mollusks,HOLD,,"Broad family routing may be usable, but Earthworm still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Earthworm still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,PASS_WITH_POLISH -> HOLD
Echidna,Echidna,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Echidna.png,440,440,RGBA,e28e5fd8b72960ab5f243580be3a2d4ef32b909c095325b77956799c61195650,,PASS_WITH_POLISH,Egg-laying mammals,HOLD,,"Broad family routing may be usable, but Echidna still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Echidna still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,PASS_WITH_POLISH -> HOLD
Eel,Eel,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",HIGH,Dragonfish,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Eel.png,440,440,RGBA,a8d5ef18158f8459452407658ed88a8cb5c15e3157d594a4924b0e02573b5952,,PASS_WITH_POLISH,Elongate fish,HOLD,,"The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",FAIL,PASS_WITH_POLISH -> HOLD
Egret,Egret,PASS,PASS_WITH_POLISH,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.",MEDIUM,,"No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language.",False,Egret.png,440,440,RGBA,44aec1fdfbba1dfedcb95951ad460697cb0d1758a5745cf932f963fb29f5650d,,PASS_WITH_POLISH,Herons and wetland birds,HOLD,,"Keep the wader family but correct the exact bill geometry, neck length, leg/foot proportions, body depth and tail for the named species.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Keep the wader family but correct the exact bill geometry, neck length, leg/foot proportions, body depth and tail for the named species.",FAIL,PASS_WITH_POLISH -> HOLD
