asset_id,display_name,current_status,binary_result,previous_strict_status,changed_from_previous_submission,expected_growth_family,overall_growth_form,roots_or_attachment,stem_trunk,leaves_fronds,flower_fruit_spore_harvest,scale_and_silhouette,current_assessment_and_required_fix,filename,width,height,mode,sha256,previous_sha256
Buckwheat,Buckwheat,FAIL,FAIL,FAIL,True,7. Grain and Staple Crops,FAIL,PASS,PASS,FAIL,FAIL,FAIL,The two compact leaf columns are not buckwheat. Use a branching broadleaf herb with triangular/heart-shaped leaves and loose clusters of small white/pink flowers.,Buckwheat.png,440,440,RGBA,578a0eae99b34ea9516ce89e47fcb3ee032989e1fc3264e9f8b7a4e6624ff2cc,9c2e5798838c2cbe6261d2c9afa437051d5a937d6a955982511a222df6710403
Bull_Kelp,Bull Kelp,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Add a long stipe, large gas bladder, and broad blades. Bull Kelp needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Bull_Kelp.png,440,440,RGBA,be6dd6b6e1fc56f18383798f2c0064a851e8f3a264d03646d70c073cea944b2a,8b1ac30088dc88c3e362b9e473eee96cd533d6f50109e74af2d44518af5eb359
Buttercup,Buttercup,FAIL,FAIL,HOLD,True,10. Flowering Herbs and Wildflowers,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,The current fern-like vertical column is incorrect. Use low divided basal leaves and several simple yellow five-petaled flowers on branching stems.,Buttercup.png,440,440,RGBA,461da4abb9d962a9dbb9835e133d989407c8f282bdbf26e928801f95b878c37b,d7a87d2f2820e99f241568402bc4831b6633c9cdf2fb87d5d4d335b0f47af9dc
Cabbage,Cabbage,PASS,PASS,PASS,True,Leaf vegetables,PASS,PASS,PASS,PASS,PASS,PASS,The current compact layered leafy head reads clearly as cabbage.,Cabbage.png,440,440,RGBA,4ff7e7594ebb09fbd1cf30e8e5b82c00a240dcc3f7765fe848455dae5c5c758f,451dec5103e8bddbfb38389c3a38b2336ad0483409bb1810d83e3aee851df636
Cacao,Cacao,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"The tree form is acceptable, but cacao pods should be large ribbed pods attached directly to the trunk and major branches, not generic canopy fruit.",Cacao.png,440,440,RGBA,7e81b5e48d9286960a07b25d5b41b586be6a072e9028eb3e27b173fab1488ae7,21012390f3ed86413b1b51dc2ec995b30ac5a8a6a6ef1483003505a7805d1fd4
Calotropis,Calotropis,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Calotropis needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Calotropis.png,440,440,RGBA,0f4621e0869f7615d72da3c3d1a20905d5e651777a5c3414b436fbb2946f75da,6681319d75684ccbb2c084bd2de42f28f5fb6ea0dac92f11282aa2382eb6dbc3
Camphor_Tree,Camphor Tree,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Camphor Tree needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Camphor_Tree.png,440,440,RGBA,2207512bb66869e1896cbee98a47e19483566108db75947b8462dc4197951901,ce2fa9a3540b887b0af5eecc27cf4289d2f943b5b73ae5dadf09b7314dc73e9c
Canola,Canola,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Add branching stems with clusters of small yellow flowers. Canola needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Canola.png,440,440,RGBA,c3f5dd3c4308590dbf639fd5f10ecae881282ae296e82b05fa924b8da7c502e4,35133fcc78879a0ecb6ecea41edd53beba9598dafa30a294ba7073cdffd6fcf4
Canopy_Vine,Canopy Vine,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Canopy Vine needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Canopy_Vine.png,440,440,RGBA,779afba2acbbb05392bfd1e21322c33b21455eee2090dd2f89b8db0cecf22217,ed1e0d51db7ddec0ad8a06a4e815ae75de73a8ce3fc597b87b0df7316162bc05
Cardamom,Cardamom,FAIL,FAIL,FAIL,True,9. Herbs and Spices,FAIL,PASS,PASS,FAIL,FAIL,FAIL,"Current low rosette is too generic; add ginger-family leaves and basal flower/seed-pod cues. Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.",Cardamom.png,440,440,RGBA,a765879ed1b2e0ebee6647b16a2168dcc72ab6effd1efc15adcafa076516a2f3,77ff714998471c471e3225d990a30468e68d34f38e5c25fc3c10d4318d48aadc
Carob,Carob,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Carob needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Carob.png,440,440,RGBA,07b5b4f779d703c599825d2f18679682dd93d1a6c2803b55030bed9dfbff8948,2390842bd643af2cf868ce9ee369d4d7112007d88e1ca4908cecf1a06ab712ee
Carrot,Carrot,PASS,PASS,PASS,True,Root vegetables,PASS,PASS,PASS,PASS,PASS,PASS,The orange tapering root and feathery green top are now clearly recognizable.,Carrot.png,440,440,RGBA,8e8022c64d8abb98f2978746b731635ffa90fb0a0246a87aad81918ca160db7b,7741584014980677bc3249ccec22f785b058098519ed5e18f4157e686a5e7ce7
Cashew,Cashew,HOLD,FAIL,HOLD,True,4. Fruit and Nut Trees,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",Cashew.png,440,440,RGBA,21e87e2e807cbec016f1a98df0e39b1e1db3b951d9cc3112b6fa5dc2888c12f1,3badd260fe8ba3118d179e916e216253dbc30101de482ab90972867591a4ae47
Cassava,Cassava,HOLD,FAIL,HOLD,True,7. Grain and Staple Crops,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Add palmate leaves and clearer root-crop identity. Correct the culm, leaf arrangement and species-specific seed head/inflorescence; many grains currently share one generic spike or grass tuft.",Cassava.png,440,440,RGBA,55d243d6b214b555f4a7c27f0e68dfa68143dbf85abc8b5d15c138d7d6446028,46dade890a61dd64b9522058c3304eaf2f2b070df3254f2b704ef03d5c3b4ac2
Castor_Bean,Castor Bean,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,Use large palmate star-shaped leaves and conspicuous spiny seed capsules; the current woody generic shrub lacks both defining traits.,Castor_Bean.png,440,440,RGBA,08843c6ac184af4416707124c053d315012b06d5febdffce9a3016ed0467e4f6,12e1457ddc840331fbcf16ad6a5322a88db9ae08ebc17a6ef00b68f814477ef0
Cattail,Cattail,PASS,PASS,HOLD,True,14. Aquatic and Wetland Plants,PASS,PASS,PASS,PASS,PASS,PASS,The grasslike wetland leaves and brown cylindrical flower spikes are recognizable.,Cattail.png,440,440,RGBA,140a0861d938a1305d8f2557b159e155869fc9e5be065e5223ebb75f02868638,0691dffc4df3b1d0adc314956bd8d07f37b05c52dc4aafc79b9d397c227c2bd8
Cave_Fern,Cave Fern,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Cave Fern needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Cave_Fern.png,440,440,RGBA,441866dacea37c87d9fee786a3b52dc4959b369de3f9c707bb53957add3a4899,0069006ef2ce3cc798eb804338a1507adbc052aaab60d9726a0192c1c02b0221
Cedar,Cedar,FAIL,FAIL,HOLD,True,2. Conifers and Other Seed Plants,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,The round deciduous canopy is not a cedar. Use a conical or layered evergreen crown with visible tiered branches and needle/scale foliage.,Cedar.png,440,440,RGBA,ffe4664177f1164f1a199c874e81af6e30b0f382a7543dd5ee4976deadaeda5f,0de39bc313982d63b4bc69675371d495d60665380c8f4387cceabf40a5e4b58a
Chamomile,Chamomile,HOLD,FAIL,HOLD,True,9. Herbs and Spices,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"The white daisy flowers are present, but the plant should be a low branching herb with fine feathery leaves rather than a single vertical ladder.",Chamomile.png,440,440,RGBA,c1d74a7b26fe4ad79c9dc1acb2d8925aceac7e0cd7db2c2a6dd1642166b9a247,a09053784cb4d6fda63189c6a83d977ceaa80f97b894d594fe9d071d4061bea4
Cherry,Cherry,HOLD,FAIL,HOLD,True,4. Fruit and Nut Trees,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",Cherry.png,440,440,RGBA,8cc58b40e45d23d54f7f77a47fb392f6a7cf1b55926568ade1382efd4384ff5a,2db184688b95540a8aa2cd94d78601a0d8f1c8678e6070dd27cbede3de5d7317
Chestnut,Chestnut,HOLD,FAIL,HOLD,True,4. Fruit and Nut Trees,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",Chestnut.png,440,440,RGBA,c438ab7d3c2d3a3fb7b18dde34d210c44b73138c74ab4b290536d17a645b2f74,3fa9933acce1770ede7a04868be35ad2afcef90ae0569a37ebb0273a004fd55d
Chicory,Chicory,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Chicory needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Chicory.png,440,440,RGBA,b8f81aa15bf0c321ba209eed998822596a46d5bce6405977ed6e7d3085d62f7f,d95a70c7359305e2602ef0908c77351252743d2c46435470a8752451ff5882e6
Chili_Pepper,Chili Pepper,HOLD,FAIL,HOLD,True,Fruiting vegetables,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Match the source plant, leaf habit and attached fruit/harvest organ. Fruit should be connected to stems/branches and not carry identity by label alone.",Chili_Pepper.png,440,440,RGBA,0529a4f342779eb7533075e91d3fb823c680d5bea1d168f9b8ef70893833cf91,dd09841f94a9452ab4482e24ae19f66202cf1038570c38bd135e8c15fadab194
Chokecherry,Chokecherry,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Chokecherry needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Chokecherry.png,440,440,RGBA,ccd6b4dccb071e05fdd4b618b35e4441221c345aabe255b87a8f5eeb6a35a9fe,84aaa7f9c172aec82bc452a7763430f87971892a7039a45f6563087cfb461c7c
Cinnamon,Cinnamon,FAIL,FAIL,FAIL,True,9. Herbs and Spices,FAIL,PASS,FAIL,FAIL,PASS,FAIL,"Should be a woody shrub/tree with natural green leaves and bark/cinnamon cue. Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.",Cinnamon.png,440,440,RGBA,bc945c70a024423b618c93c1522719ff305b307aca6e0135b4a3481f02b70c42,9fdfecb20fc637fae638e564780e84bf93d7c5e6c2586bd1202c85b360ebcc3d
Cliff_Rose,Cliff Rose,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Cliff Rose needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Cliff_Rose.png,440,440,RGBA,2c7908445cf73232db71801964258cccebbbb20095c61d8853e8fbbe8976e3ed,cb67665dd2883532bb77c6204447e0e08c37eeb1fefe91a4f65bf45877a3d651
Cloudberry,Cloudberry,FAIL,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,The current tall spiky column is wrong. Use a very low creeping bramble with lobed leaves and one amber raspberry-like fruit.,Cloudberry.png,440,440,RGBA,736e5f7c524f28bcd68ea254242172825abb7f076d06e7d6a8be5992edcee65b,7bf708282affa20da15ab715b19c35293d40d34fcf1f98ea3ac83407450060c1
Clove,Clove,HOLD,FAIL,HOLD,True,9. Herbs and Spices,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Add recognizable flower-bud clusters on a woody tree/shrub. Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.",Clove.png,440,440,RGBA,f48c274a01a80387e746e2f6c31f959c9119b25f255725e30ce0c22404fa6cfe,55f149259e8d96f61661680423805246087c0ec4267ccd84183dfff9ff752b58
Clover,Clover,HOLD,FAIL,HOLD,True,10. Flowering Herbs and Wildflowers,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.",Clover.png,440,440,RGBA,fc7485955f142033e0e7871d882191498078624d671a31063814f2bdc112a8c6,393247c8ccec3273480cd924ed5017e53abd15e785d9447c2e5d68509455b59f
Coastal_Sage,Coastal Sage,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Coastal Sage needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Coastal_Sage.png,440,440,RGBA,a3dfa36659b5a5afd2a61ca23a69178fce7e55803ba3cd4f05cdecccddb9f7ef,03b15c2fd40618dd99c7af95d40257c4c32bc6cb9b2ded1c40969c19d838e1ec
Coconut,Coconut,PASS,PASS,PASS,True,4. Fruit and Nut Trees,PASS,PASS,PASS,PASS,PASS,PASS,PASS — Leave alone. The source plant or harvest organ has an appropriate growth form and recognizable silhouette.,Coconut.png,440,440,RGBA,ffb20e5464d2657614e2bb241b0279a3eef49860d053f1aa86f2721ce917909d,8a6133f4682e32a1e9ec93be568e206afbc422cb87c028aad811818d306c009a
Coffee,Coffee,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Coffee needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Coffee.png,440,440,RGBA,c7c6fd7204a08c481e223c0ca6c18ab62ef741a7bb91a2def00ebc70e37e08f3,6514f9e10821e1618da90c2b0ebcb86503ee6aa6642f2add288aed765b4034aa
Coralline_Algae,Coralline Algae,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Coralline Algae needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Coralline_Algae.png,440,440,RGBA,7a8e86c2a61f2b289c4140bec397d2cc41a6ab78bc4284a36102ab2404763cbb,99bbe824898a9d7dc20d9f3d4d677c49c4a1df89a6a2572bc6979e9773896bd3
Corn,Corn,PASS,PASS,PASS,True,7. Grain and Staple Crops,PASS,PASS,PASS,PASS,PASS,PASS,"The tall grass stalk, broad leaves and visible ear now read clearly as corn/maize.",Corn.png,440,440,RGBA,40a8e27e9d190563445e330887a51b26c617e254255c00d4940e8b97546112dd,735ed4e4a83cdab55420c9e004dd2fdd4c3f28069333cf3b68258aa714687476
Cotton,Cotton,FAIL,FAIL,FAIL,True,Other plant or harvest type,FAIL,PASS,PASS,PASS,FAIL,FAIL,"Add multiple cotton bolls and a branching plant body. Cotton needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Cotton.png,440,440,RGBA,8a36ec5dab4d2ee431b446c327f9cdf9893f14c4e5523eac47b6283efff2dbb4,afa09d4e216f19b6b135143ade35bf6277b4c49301c48fa0f9560d7375f853af
Crabapple,Crabapple,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Crabapple needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Crabapple.png,440,440,RGBA,74f569912dd1b18f8f2ce935438d7161fd8ed0041ebde0973e06baf015f5d79e,9d8ed23e5bc4d094d4926b0ba5ee4f4b4299c7bbb747da3af4bf98e8deca8422
Cranberry,Cranberry,HOLD,FAIL,HOLD,True,5. Shrubs and Bushes,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Cranberry needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Cranberry.png,440,440,RGBA,f90b5c1902cc065e7c952fc47187018dd006d58f27e0a2b9e4278d03bb36a2d0,044f2c7fb9cc7d071260573b2ae2416c35d757d9191328e3dd40999d036a66f5
Creosote_Bush,Creosote Bush,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Creosote Bush needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Creosote_Bush.png,440,440,RGBA,3a418b75e2773b4cfd39ab03d597de8d31876011298fb5c50ffe419bc5cea211,dda4cca877d1052a39a3251b1f52fc4e8d145a6be9a8d30ef05c2646f72d9cc6
Crowberry,Crowberry,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"The woody shrub habit is present, but add low evergreen needle-like leaves and obvious black berries.",Crowberry.png,440,440,RGBA,712797863aee7dcdb73c7c35e90d65cf41c74d8b5eb477dc52cebc0c1a6b6e4e,e311de52d113c61d9af4eb90a2ccff3232b43e05bf1742dc2cf40da8fd42e16b
Cucumber,Cucumber,FAIL,FAIL,FAIL,True,Fruiting vegetables,FAIL,FAIL,PASS,FAIL,PASS,FAIL,"Use a creeping/climbing vine with broad leaves and attached cucumbers. Match the source plant, leaf habit and attached fruit/harvest organ. Fruit should be connected to stems/branches and not carry identity by label alone.",Cucumber.png,440,440,RGBA,0c41b3e6dd14369569b4aca2a3a908322e8541c6df4f138732631b26b5d1f530,3944b36f6ae119a259706085363645fd0fdf1ff8fb5b7921d4587943c25c874e
Currant,Currant,HOLD,FAIL,HOLD,True,5. Shrubs and Bushes,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Currant needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Currant.png,440,440,RGBA,fa4877b21aab551419118ca4b9dc4c9ee21a7665407a1299449ad38f083957c8,fe4b9e8f90bb06d34ba5e1a1681b6f32066990a3156f2d3db258c36ce891cca4
Curry_Leaf,Curry Leaf,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Curry Leaf needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Curry_Leaf.png,440,440,RGBA,304626b3649e855795d447e8acfd38eea5bf911ceee48461047d40d5a9800c29,79adba9feaf08e112c9974ed628a8aaaef59a76196ef463c5388b09837462b72
Daisy,Daisy,HOLD,FAIL,HOLD,True,10. Flowering Herbs and Wildflowers,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.",Daisy.png,440,440,RGBA,4584ced39a2f196eda71c138acb04f6383173cdea66eb3ef9b911061e44d63fe,7451499f6d9d2acd29107ad1a3149a8ab5adf38950294e71d7204b4e99b92f79
Dandelion,Dandelion,HOLD,FAIL,HOLD,True,10. Flowering Herbs and Wildflowers,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.",Dandelion.png,440,440,RGBA,6dba745cb1a83076b7f164c5a055837af40dd8c5e9745bf083a8df287c063627,243331c53bfdf51eec8e96bab5fc790df5d08e38c3e36619b24f2c8500a119fb
Date,Date,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Clarify as a harvest item linked to Date Palm rather than a second full palm portrait. Date needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Date.png,440,440,RGBA,b632b92f44f1bc1b003bce85ef80c3b8dc66fd4dfabf8d5d6a1d874c4cba8dc6,84c2a185fd0a5c8bdc53f17516cf4b505adfc2c0c49719bfb4460a5d7807456e
Date_Palm,Date Palm,HOLD,FAIL,HOLD,True,3. Palms and Palm-Like Plants,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Date Palm needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Date_Palm.png,440,440,RGBA,6a87849e35899d6d041e032ba33990eb1073d8092aace9ee7495f2f7d1854bdd,dbd03de1a141ad1ae0e13aa12d175a3142e02c453b1bc1691c27364f0d0c1a88
Date_Plum,Date Plum,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Date Plum needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Date_Plum.png,440,440,RGBA,42755152ff821e4d0aada2294fdabb774c6ebc5461aaaaeac7c5623740ee3b47,132cb23bc39a888551fb13cd39c178a8d0b77588f32c34a01a264cf3389d5f6d
Desert_Melon,Desert Melon,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Desert Melon needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Desert_Melon.png,440,440,RGBA,9a3467308dbd64303f2fa7c5861ae150e47c079a21a4303c22532ec22738d4af,79372d6df76a0e074db7d3edba8aa3229b69054733b045b8bba8fc35522dca77
Desert_Mint,Desert Mint,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Desert Mint needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Desert_Mint.png,440,440,RGBA,b8d38c25d0792e1f071ef49f071a6d5ddde63c9217932a76d168b2e451b5325a,c78892f0e5d53d90f5bf6cb7ff400145d9b9561232646dd67777e5e14d8cbec6
Desert_Rose,Desert Rose,FAIL,FAIL,HOLD,True,12. Succulents and Desert Plants,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"The current narrow succulent column is not a desert rose. Use a swollen caudex, branching succulent stems and several large pink trumpet flowers.",Desert_Rose.png,440,440,RGBA,84818ce425ef1229d3ddcc1c6a5341b3d52403f1ce0b5c41f16f0c9664f05cc4,204dbe976612f19cf31f23d911b06ac5f58611a050e7e5dfa07b34d2328c3ae5
Desert_Sage,Desert Sage,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Desert Sage needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Desert_Sage.png,440,440,RGBA,de08a8aa50f7ab02d1e225fb8c987d3f5e22ed26d2be62feb5294ea7047ea449,3e568b0c4d984edaf2736573b00ffa865456c70b1dca13fb8aa936c7dc11e9f3
Devil's_Claw,Devil's Claw,FAIL,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"The generic upright herb lacks the defining long hooked seed pod. Show a spreading plant with broad leaves, trumpet flowers and one large claw-like fruit.",Devil's_Claw.png,440,440,RGBA,db8d6ad1cf14e3245ddd65dba080fd5d3e94c50a471257c108c7adda4f2d31a7,aacba2eec94908c2f60c05277cb60b2d8beddd28ea9299f524fc9692ecd49c44
Devil's_Club,Devil's Club,FAIL,FAIL,HOLD,False,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,Use a tall woody stem covered in spines with huge palmate leaves and a red berry cluster; the current sparse vine is incorrect.,Devil's_Club.png,440,440,RGBA,a2ea17ce0c05c16c94073c81c7ebdaa073add008db0a418f38af1ac7edee1947,a2ea17ce0c05c16c94073c81c7ebdaa073add008db0a418f38af1ac7edee1947
