category,asset_id,display_name,current_status,binary_result,previous_strict_status,changed_from_previous_submission,expected_body_family,global_body_template_risk,near_identical_silhouette_neighbors,body_plan,torso,head,eyes,legs_wings_appendages,rear_tail_flukes,signature_traits,current_assessment_and_required_fix,filename,width,height,mode,sha256,previous_sha256,expected_growth_family,overall_growth_form,roots_or_attachment,stem_trunk,leaves_fronds,flower_fruit_spore_harvest,scale_and_silhouette,fruiting_body_family,cap_body,stem_attachment_substrate,surface_spores_texture,cell_or_body_morphology,membrane_shell_wall,locomotion_structures,internal_structures,colony_or_scale_read,procedural_kind,body_or_growth_plan,head_sensory_region,limbs_wings_roots_appendages,rear_tail_or_terminal_region,material_skin_surface,trait_blend_coherence
fauna,Centipede,Centipede,HOLD,FAIL,HOLD,True,Ice and cave insects,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",Centipede.png,440,440,RGBA,8725e54bdf766efa9eea82862da73337fe1686466e60b82e5246e7314106c91b,fe8601319eeba7c54aed841abd049df63bb2b549e050c35089d0a07c9a5b0a92,,,,,,,,,,,,,,,,,,,,,,,
fauna,Chameleon,Chameleon,HOLD,FAIL,HOLD,True,Specialized lizards,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","Strengthen the curled prehensile tail, casque, turreted eye, and grasping feet. Verify skull/head profile, limb state, body thickness, scale texture, tail and any crest/frill/horn; do not rely on color alone.",Chameleon.png,440,440,RGBA,dcbbcce4488e58b38bb1522d979a51d108b9ab589259ac29f7667efc194282aa,7d837f9f1766a13f2d464afb5c785e6d1f02957b1c3b2f75efd3c48e76431e16,,,,,,,,,,,,,,,,,,,,,,,
fauna,Char,Char,HOLD,FAIL,HOLD,True,Salmon-like fish,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",Char.png,440,440,RGBA,cc3fc8d256320fe42cea4848798edfb6346ce6e5793f335ee3df375bfe605127,b413564b677103b29d9c98ce54017de67dbc2d6cd488fb03f5a9c4ba70e6814b,,,,,,,,,,,,,,,,,,,,,,,
fauna,Chimpanzee,Chimpanzee,HOLD,FAIL,HOLD,True,Primates,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify torso posture, arm/leg ratio, hands/feet, face shape and tail state for the named primate.",Chimpanzee.png,440,440,RGBA,9111189aa6eb26a717fe1bc35490afa071cbffe4464486217062889039e6a751,cb98fe66d70e2ea018b7360b7a65e3a5d373123b7008de6717eb374bae006c43,,,,,,,,,,,,,,,,,,,,,,,
fauna,Chipmunk,Chipmunk,HOLD,FAIL,HOLD,True,Rodents,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify rodent/lagomorph skull, incisors/muzzle, fore/hind foot proportions, body posture and tail; several currently inherit the rabbit-like template.",Chipmunk.png,440,440,RGBA,6feb981032ceb45e9ca15e9cb2f3707ffba1003b4fd94971625a09d46f5fd893,b623c0ac59cded9931b919cf20d024ef4cdcef11a0a9a6385ccc8be9b38c0589,,,,,,,,,,,,,,,,,,,,,,,
fauna,Chiton,Chiton,HOLD,FAIL,HOLD,True,Other mollusks,HIGH,Water_Strider,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Chiton still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Chiton.png,440,440,RGBA,8d68c08f5b20d29406cde164819fde6ab355b779f7a9872111a9db39836da8ba,91c5118fb6e93420967a452f4079292d77d9477b58eda52c3e3d3c61ad9a55b5,,,,,,,,,,,,,,,,,,,,,,,
fauna,Chough,Chough,HOLD,FAIL,HOLD,True,Corvids,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.",Chough.png,440,440,RGBA,90592353c21f54a15228413ba7911bf529db545d4ff1578e4240489149f74ad9,c51664c3629cc5209c157d62c47e0462e4b2e1ed1cdc36f5390a93a89004b57c,,,,,,,,,,,,,,,,,,,,,,,
fauna,Cicada,Cicada,HOLD,FAIL,FAIL,True,True bugs,HIGH,Aphid | Black_Fly | Cold-Adapted_Insect | Orchid_Bee | Termite | Thrips,POLISH,POLISH,POLISH,POLISH,POLISH,POLISH,POLISH,"The insect category reads, but the broad transparent wings, large lateral eyes, wedge-shaped head and stout cicada thorax should be stronger.",Cicada.png,440,440,RGBA,39a6f7e12b7099002a94ae3195eb7a232cd0cff3f25493db324a5fee70e7c73f,dbefccba765dde3760df4d87c1374fae534eaf3c7f3ed6c1726212c6544072e9,,,,,,,,,,,,,,,,,,,,,,,
fauna,Cichlid,Cichlid,HOLD,FAIL,HOLD,True,Fish,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",Cichlid.png,440,440,RGBA,80175b2896cadf05c891c2119cee18e19a3b7e72043c0143e942c09af6b838a6,5008ebe0e7cd7d52883a2d501dc9276af630fc912125c30a799bb7948f219f89,,,,,,,,,,,,,,,,,,,,,,,
fauna,Clam,Clam,HOLD,FAIL,HOLD,True,Bivalves,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Clam still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Clam.png,440,440,RGBA,da8fc209f5165cdcce92806174acee585341b7bb9b5c785a23ce6c2095005df3,af558148fe5a6236f8e751f835361c6208696b284ed4a8f86cf799c8425126d7,,,,,,,,,,,,,,,,,,,,,,,
fauna,Coastal_Lizard,Coastal Lizard,HOLD,FAIL,HOLD,True,Lizards,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify skull/head profile, limb state, body thickness, scale texture, tail and any crest/frill/horn; do not rely on color alone.",Coastal_Lizard.png,440,440,RGBA,a400ecb7b800396b13d200806d63b76440106173d6061427a84d67a25a96e3bd,fa0d4c624d2c396052631df8c683f10df7fa818f821b396ba8cb02cdec6d2761,,,,,,,,,,,,,,,,,,,,,,,
fauna,Cobra,Cobra,HOLD,FAIL,HOLD,True,Venomous snakes,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify skull/head profile, limb state, body thickness, scale texture, tail and any crest/frill/horn; do not rely on color alone.",Cobra.png,440,440,RGBA,7f9e3894fc77b1848c155f9397399153eafbd6273b5478b6fc88dffcd1544498,ce3d4478b24a8f7f7115dd7daa9789a72875f6d1fa69f30ce0fec159ab9efe87,,,,,,,,,,,,,,,,,,,,,,,
fauna,Cockatoo,Cockatoo,HOLD,FAIL,HOLD,True,Parrots,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.",Cockatoo.png,440,440,RGBA,dfbfb6211ab5c4801d6ba33d3f21bc27ce053a5ed6eb19c55b312d1954abd63f,5b4f5471d053bd124b152283d8f490fb09e52956aa252efd12ab4655e04b993d,,,,,,,,,,,,,,,,,,,,,,,
fauna,Coconut_Crab,Coconut Crab,HOLD,FAIL,HOLD,True,Ice and cave insects,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",Coconut_Crab.png,440,440,RGBA,46ea2d9e10ca66f918ea260b38b7d37375888acf6bef15226b5fea93b0fd31f9,30741b2086cd327cebb40ebaad5b209d4a6ad5606b9337ebbae7f94991f9a2dc,,,,,,,,,,,,,,,,,,,,,,,
fauna,Cod,Cod,HOLD,FAIL,HOLD,True,Cod-like fish,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",Cod.png,440,440,RGBA,3cd5033a73470e4ef62c5384bbd34277f7e1b5b43550ef90d5ee9e2a914b8d92,b4d9fbcdcb7ba7c17405885646a33a8be181fdd7a240fd86986e9868885c2371,,,,,,,,,,,,,,,,,,,,,,,
fauna,Coelacanth,Coelacanth,HOLD,FAIL,HOLD,True,Primitive fish,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",Coelacanth.png,440,440,RGBA,090c6b97a4303f1c149e00a03a39bb9c3df079279b88343c1f26cf5d5e344cac,03a7e7f3f0776ba11a1ccb5e0e5e7b7ccc3eaafd50c3e41cda3e0640b4df5a03,,,,,,,,,,,,,,,,,,,,,,,
fauna,Cold-Adapted_Insect,Cold Adapted Insect,HOLD,FAIL,HOLD,True,Other or uncertain,HIGH,Aphid | Black_Fly | Cicada | Orchid_Bee | Termite | Thrips,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Cold Adapted Insect still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Cold-Adapted_Insect.png,440,440,RGBA,9c2b792abc972af253876611dde61f28792939467fb6841df684cf8830cb2863,6e4ff171f4055f3a71a806f0a3da383a8b3e602af832f52d1442254a5dc94485,,,,,,,,,,,,,,,,,,,,,,,
fauna,Cold-Water_Coral,Cold Water Coral,HOLD,FAIL,HOLD,True,Sessile marine life,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Cold Water Coral still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Cold-Water_Coral.png,440,440,RGBA,1a816d7963c89b4a06a1a49ced628ee7613ead98d0b8028fa5995bb06491cf6f,a9c33bd3babdc62432c0fec7f57627edea5fe0e684abc58851eab6e1d01f596e,,,,,,,,,,,,,,,,,,,,,,,
fauna,Cold-Water_Fish,Cold Water Fish,HOLD,FAIL,HOLD,True,Fish,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",Cold-Water_Fish.png,440,440,RGBA,5dd4b23bedb1daa13601117adf97a702fde0076c0da0bc08ea98e95395d83085,238271e4bbedf690fd3a64091aa0ba7707b9dbca88ab5aab3d1f3fb54bfe00b6,,,,,,,,,,,,,,,,,,,,,,,
fauna,Comb_Jelly,Comb Jelly,HOLD,FAIL,HOLD,True,Other mollusks,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Comb Jelly still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Comb_Jelly.png,440,440,RGBA,efeeb15060df7f7a1c2165e92c90ca4d61c6ee55b3d9db4c3d298a1a4e1dff5d,c53b4a1ae84ee83d5bbeaee59437dd1325716e5c0c1c0dbed79e5b0a71342eb8,,,,,,,,,,,,,,,,,,,,,,,
fauna,Conch,Conch,HOLD,FAIL,HOLD,True,Gastropods,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Conch still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Conch.png,440,440,RGBA,41895b6065fd12be84de815a9b61c7e2508501baf623e599ec6b62abf3d5f5e7,6cba5d41c882f81ba3df5d13e6c4402a47713ebff6af988ab7525ade9445de09,,,,,,,,,,,,,,,,,,,,,,,
fauna,Condor,Condor,HOLD,FAIL,HOLD,True,Birds of prey,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Replace the generic compact bird body with species-correct raptor mass, hooked bill, wing proportions, talons, tail and head/crest.",Condor.png,440,440,RGBA,e8085ff4361464ff5c99464b129e25b51934f2204250ff508ea8a6cdfdb01a44,51df682aca7aeaf80a8dab618800640f445d8bd5bc18215b957f2c736bdd896f,,,,,,,,,,,,,,,,,,,,,,,
fauna,Coot,Coot,HOLD,FAIL,HOLD,True,Cranes and rails,MEDIUM,,PASS,POLISH,POLISH,PASS,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","Add frontal shield and rail-like body/feet. Broad family routing may be usable, but Coot still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Coot.png,440,440,RGBA,c1b4c71a23d1a05b7c5971fd96a7803f9f3ae33f50fd4bcf2165d96f479a8787,b812f756ee651748d9c874bac74fb632c969131c4657fdc0b190817021de5510,,,,,,,,,,,,,,,,,,,,,,,
fauna,Copepod,Copepod,HOLD,FAIL,HOLD,True,Ice and cave insects,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",Copepod.png,440,440,RGBA,b97e1864f511621602a11e7a0bfa148b45aeff4dea07025ca2eb46d00199f9fd,3e329dc9c59c163321651b2b9f9761eb9d75e93a862c4b5c50ab3ffe54b04900,,,,,,,,,,,,,,,,,,,,,,,
fauna,Coral,Coral,HOLD,FAIL,HOLD,True,Sessile marine life,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Coral still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Coral.png,440,440,RGBA,3e01c941ffcd85d2ddd8f44ed17a4720789de8e62959a3b6f70c53d85e81a020,41b02733440732c64877d6a2161fc33ad7870212b5a2857f8eabc7e825320628,,,,,,,,,,,,,,,,,,,,,,,
fauna,Cormorant,Cormorant,HOLD,FAIL,HOLD,True,Pelicans and diving waterbirds,MEDIUM,,PASS,POLISH,POLISH,PASS,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","Add long hooked bill, low aquatic body, and longer tail. Broad family routing may be usable, but Cormorant still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Cormorant.png,440,440,RGBA,b8611861ad62fc3053060bb9bd1e8a47268c7e3db36bfbc9b8d1d4bc19be16db,887c15a37e6b87db2323aeacbd940afeb69210a545aca98ae4bf06482257cef0,,,,,,,,,,,,,,,,,,,,,,,
fauna,Cottonmouth,Cottonmouth,HOLD,FAIL,HOLD,True,Venomous snakes,HIGH,Cave_Snake,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify skull/head profile, limb state, body thickness, scale texture, tail and any crest/frill/horn; do not rely on color alone.",Cottonmouth.png,440,440,RGBA,b9050abf97d5bf268089bffd1ca8156e702a324ada23b30a8efe7688707207ef,d61676a97d21f9539f823fa602b88ddd34b50dfe39bc30b8a1812aba7f624143,,,,,,,,,,,,,,,,,,,,,,,
fauna,Cow,Cow,HOLD,FAIL,HOLD,True,Cattle and bovids,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The ungulate base is usable, but the named species must have correct horn/antler geometry, neck, shoulder/croup mass, leg length, hooves, head and tail.",Cow.png,440,440,RGBA,1d4c939def0f975fa1650cad48e773b6435a4c34ebd23f4345564ff25c52091b,8228dc5c236c5d9b59067251b0135eb088eda4311d614d582b3f82924ed9d462,,,,,,,,,,,,,,,,,,,,,,,
fauna,Cowrie,Cowrie,HOLD,FAIL,HOLD,True,Gastropods,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Cowrie still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Cowrie.png,440,440,RGBA,469c5c5dfcb2b0ef053179a367244250ed8088196acc025221d9c6ec243a89d4,e506417961d433f8d58ee8783a035aeecc560bde7d67c183d71e7ee3c0b6bbb3,,,,,,,,,,,,,,,,,,,,,,,
fauna,Crab,Crab,HOLD,FAIL,HOLD,True,Ice and cave insects,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",Crab.png,440,440,RGBA,bebdcedee006c6bb838a71f0220396d2168699c5c907e48ba7f5e7092c55c367,ef70c1829a45055117cffd07a0965585dd1db3921e89124effcf74a1eaf00ce5,,,,,,,,,,,,,,,,,,,,,,,
fauna,Crane,Crane,HOLD,FAIL,HOLD,True,Cranes and rails,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Crane still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Crane.png,440,440,RGBA,cf25f322e7d187e91380a37527c4d7a7f978a2e4831f13fbfc24f82550ac5b39,42a8e84c888d24baa31a09731e75b5441f2a4a580dd93690e7e7ba8d051db51c,,,,,,,,,,,,,,,,,,,,,,,
fauna,Crayfish,Crayfish,HOLD,FAIL,HOLD,True,Ice and cave insects,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",Crayfish.png,440,440,RGBA,d43e10abfb060ce8226a1dbf747db0148929f311082747036a361793c5c7a40f,eb9c469ccc2ca2921bbea8d1c7e7d0427e140c38bd55b27ff542d9cb025c3dca,,,,,,,,,,,,,,,,,,,,,,,
fauna,Cricket,Cricket,HOLD,FAIL,HOLD,True,Grasshoppers and relatives,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",Cricket.png,440,440,RGBA,f71169ee680a802418a2dd820d43a35e36b79d641d41ea371f006a0d5bac4a8d,c145195310bc7799968b6fe844dbf96a4a54cf359127a8ffbf92d239cb161f56,,,,,,,,,,,,,,,,,,,,,,,
fauna,Crow,Crow,HOLD,FAIL,HOLD,True,Corvids,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.",Crow.png,440,440,RGBA,4126c9a6f7b878dcec936bd9d9cdc469d3da1816a2b34bd2d437f80cbc8d95d6,804b6d6f2faa2817e800c6cdf7861c17619097b0866245bdbbbc6568864a2f02,,,,,,,,,,,,,,,,,,,,,,,
fauna,Curlew,Curlew,HOLD,FAIL,HOLD,True,Shorebirds,MEDIUM,,PASS,POLISH,POLISH,PASS,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","The wader body is acceptable, but the defining very long downcurved bill should be much more prominent.",Curlew.png,440,440,RGBA,a81a66209662b51f75a59c27b6cdd14aa240371151adcbe373224914ec978bcd,22ea4193e427f180b6f71450089d8a2e0752d604ca623808fd17f477e313027a,,,,,,,,,,,,,,,,,,,,,,,
fauna,Damselfish,Damselfish,HOLD,FAIL,HOLD,True,Reef fish,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",Damselfish.png,440,440,RGBA,09e419e96a84fa0ea24d3ed318373147c70c0bf2c3394ee326c94283791240e0,d9aea64b2df6d195b521f96f88c8f68bc51a161c44d5df2a33a7d90c789f538c,,,,,,,,,,,,,,,,,,,,,,,
fauna,Deep-Sea_Fish,Deep Sea Fish,HOLD,FAIL,HOLD,True,Fish,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",Deep-Sea_Fish.png,440,440,RGBA,3d12a9ed931162809ef58d08dff3a7539f730a4fa4aca4bbce30485a4c05d425,25b8ade947562e40e9d33a96ab74b1fe5e1c3262d06d2b37118d51a9d68c803f,,,,,,,,,,,,,,,,,,,,,,,
fauna,Deep-Sea_Octopus,Deep Sea Octopus,HOLD,FAIL,HOLD,True,Cephalopods,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify mantle form, eye/head placement, arm count, feeding tentacles, fin skirt/fins and rear mantle taper for the named cephalopod.",Deep-Sea_Octopus.png,440,440,RGBA,32f2cbf17c60c5aa8b3869353d67417827766a60c7565677a29e172bd7a0c2d5,6017692e1af4a4cb3b362dffcd2ba115d0b126a737fc5da3a1faa6ea1337a437,,,,,,,,,,,,,,,,,,,,,,,
fauna,Deep-Water_Coral,Deep Water Coral,HOLD,FAIL,HOLD,True,Sessile marine life,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Deep Water Coral still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Deep-Water_Coral.png,440,440,RGBA,f0d3e2873bc46e46b3e31639b6dc89a1c03a42a22d4f63e98a60d82e2b3f1ebe,6c65384623dbbb8bfc7e100ae422a7b10b6e942491af3d69e4bf7ffc8e83f86d,,,,,,,,,,,,,,,,,,,,,,,
